employee_id,date,score
152,2022-11-01,9
152,2023-11-01,9
153,2023-11-01,7
154,2021-11-01,9
154,2022-11-01,9
154,2023-11-01,10
155,2016-11-01,9
155,2017-11-01,7
155,2018-11-01,7
155,2019-11-01,9
155,2020-11-01,10
155,2021-11-01,10
155,2022-11-01,8
155,2023-11-01,9
156,2020-11-01,9
156,2021-11-01,8
156,2022-11-01,10
156,2023-11-01,7
157,2018-11-01,7
157,2019-11-01,9
157,2020-11-01,10
157,2021-11-01,8
157,2022-11-01,8
157,2023-11-01,8
158,2023-11-01,9
159,2020-11-01,5
159,2021-11-01,5
159,2022-11-01,4
159,2023-11-01,3
160,2023-11-01,8
161,2016-11-01,8
161,2017-11-01,9
161,2018-11-01,9
161,2019-11-01,10
161,2020-11-01,9
161,2021-11-01,8
161,2022-11-01,10
161,2023-11-01,10
162,2020-11-01,10
162,2021-11-01,8
162,2022-11-01,7
162,2023-11-01,9
163,2015-11-01,8
163,2016-11-01,7
163,2017-11-01,9
163,2018-11-01,10
163,2019-11-01,9
163,2020-11-01,10
163,2021-11-01,7
163,2022-11-01,7
163,2023-11-01,7
164,2021-11-01,8
164,2022-11-01,9
164,2023-11-01,9
165,2020-11-01,8
165,2021-11-01,7
165,2022-11-01,9
165,2023-11-01,10
166,2022-11-01,7
166,2023-11-01,7
167,2020-11-01,8
167,2021-11-01,8
167,2022-11-01,8
167,2023-11-01,9
168,2020-11-01,10
168,2021-11-01,7
168,2022-11-01,9
168,2023-11-01,7
169,2022-11-01,10
169,2023-11-01,10
170,2020-11-01,8
170,2021-11-01,7
170,2022-11-01,10
170,2023-11-01,8
171,2020-11-01,10
171,2021-11-01,7
171,2022-11-01,9
171,2023-11-01,7
172,2015-11-01,7
172,2016-11-01,7
172,2017-11-01,9
172,2018-11-01,10
172,2019-11-01,10
172,2020-11-01,10
172,2021-11-01,9
172,2022-11-01,10
172,2023-11-01,10
173,2020-11-01,7
173,2021-11-01,4
173,2022-11-01,4
173,2023-11-01,4
174,2017-11-01,10
174,2018-11-01,10
174,2019-11-01,10
174,2020-11-01,4
174,2021-11-01,4
174,2022-11-01,3
174,2023-11-01,5
175,2022-11-01,10
175,2023-11-01,8
176,2021-11-01,10
176,2022-11-01,10
176,2023-11-01,10
177,2021-11-01,10
177,2022-11-01,8
177,2023-11-01,10
178,2016-11-01,8
178,2017-11-01,7
178,2018-11-01,7
178,2019-11-01,9
178,2020-11-01,9
178,2021-11-01,10
178,2022-11-01,9
178,2023-11-01,9
179,2021-11-01,9
179,2022-11-01,10
179,2023-11-01,9
180,2020-11-01,10
180,2021-11-01,9
180,2022-11-01,10
180,2023-11-01,8
181,2022-11-01,10
181,2023-11-01,10
182,2020-11-01,7
182,2021-11-01,3
182,2022-11-01,5
182,2023-11-01,5
183,2023-11-01,8
184,2016-11-01,7
184,2017-11-01,9
184,2018-11-01,7
184,2019-11-01,9
184,2020-11-01,7
184,2021-11-01,7
184,2022-11-01,10
184,2023-11-01,7
185,2020-11-01,7
185,2021-11-01,9
185,2022-11-01,8
185,2023-11-01,7
186,2020-11-01,9
186,2021-11-01,10
186,2022-11-01,9
186,2023-11-01,10
187,2021-11-01,10
187,2022-11-01,7
187,2023-11-01,8
188,2019-11-01,9
188,2020-11-01,9
188,2021-11-01,9
188,2022-11-01,10
188,2023-11-01,9
189,2022-11-01,10
189,2023-11-01,9
190,2023-11-01,8
191,2016-11-01,8
191,2017-11-01,7
191,2018-11-01,3
191,2019-11-01,3
191,2020-11-01,3
191,2021-11-01,4
191,2022-11-01,5
191,2023-11-01,3
192,2016-11-01,7
192,2017-11-01,7
192,2018-11-01,10
192,2019-11-01,7
192,2020-11-01,8
192,2021-11-01,10
192,2022-11-01,10
192,2023-11-01,8
193,2020-11-01,7
193,2021-11-01,8
193,2022-11-01,10
193,2023-11-01,10
194,2021-11-01,10
194,2022-11-01,10
194,2023-11-01,8
195,2022-11-01,7
195,2023-11-01,10
196,2016-11-01,7
196,2017-11-01,7
196,2018-11-01,9
196,2019-11-01,7
196,2020-11-01,8
196,2021-11-01,10
196,2022-11-01,7
196,2023-11-01,9
197,2021-11-01,9
197,2022-11-01,8
197,2023-11-01,9
198,2020-11-01,8
198,2021-11-01,8
198,2022-11-01,10
198,2023-11-01,7
199,2020-11-01,8
199,2021-11-01,10
199,2022-11-01,9
199,2023-11-01,9
200,2018-11-01,9
200,2019-11-01,7
200,2020-11-01,9
200,2021-11-01,9
200,2022-11-01,9
200,2023-11-01,9
201,2021-11-01,7
201,2022-11-01,8
201,2023-11-01,8
202,2021-11-01,9
202,2022-11-01,7
202,2023-11-01,9
203,2015-11-01,7
203,2016-11-01,8
203,2017-11-01,8
203,2018-11-01,7
203,2019-11-01,10
203,2020-11-01,8
203,2021-11-01,7
203,2022-11-01,7
203,2023-11-01,10
204,2015-11-01,7
204,2016-11-01,7
204,2017-11-01,10
204,2018-11-01,10
204,2019-11-01,9
204,2020-11-01,8
204,2021-11-01,7
204,2022-11-01,10
204,2023-11-01,7
205,2015-11-01,9
205,2016-11-01,9
205,2017-11-01,7
205,2018-11-01,10
205,2019-11-01,10
205,2020-11-01,7
205,2021-11-01,9
205,2022-11-01,9
205,2023-11-01,8
206,2018-11-01,7
206,2019-11-01,8
206,2020-11-01,9
206,2021-11-01,10
206,2022-11-01,10
206,2023-11-01,7
207,2020-11-01,10
207,2021-11-01,9
207,2022-11-01,7
207,2023-11-01,3
208,2021-11-01,9
208,2022-11-01,8
208,2023-11-01,8
209,2022-11-01,8
209,2023-11-01,10
210,2022-11-01,10
210,2023-11-01,9
211,2020-11-01,7
211,2021-11-01,4
211,2022-11-01,5
211,2023-11-01,5
212,2017-11-01,8
212,2018-11-01,8
212,2019-11-01,8
212,2020-11-01,9
212,2021-11-01,9
212,2022-11-01,9
212,2023-11-01,8
213,2020-11-01,4
213,2021-11-01,5
213,2022-11-01,5
213,2023-11-01,3
214,2023-11-01,8
215,2021-11-01,9
215,2022-11-01,8
215,2023-11-01,8
216,2015-11-01,7
216,2016-11-01,10
216,2017-11-01,8
216,2018-11-01,9
216,2019-11-01,10
216,2020-11-01,10
216,2021-11-01,7
216,2022-11-01,10
216,2023-11-01,7
217,2020-11-01,9
217,2021-11-01,5
217,2022-11-01,4
217,2023-11-01,4
218,2016-11-01,7
218,2017-11-01,4
218,2018-11-01,3
218,2019-11-01,4
218,2020-11-01,4
218,2021-11-01,4
218,2022-11-01,5
218,2023-11-01,5
219,2020-11-01,5
219,2021-11-01,3
219,2022-11-01,3
219,2023-11-01,5
220,2020-11-01,10
220,2021-11-01,10
220,2022-11-01,9
220,2023-11-01,7
221,2022-11-01,7
221,2023-11-01,7
222,2021-11-01,10
222,2022-11-01,8
222,2023-11-01,9
223,2021-11-01,8
223,2022-11-01,10
223,2023-11-01,4
224,2022-11-01,10
224,2023-11-01,10
225,2020-11-01,10
225,2021-11-01,8
225,2022-11-01,9
225,2023-11-01,9
226,2019-11-01,8
226,2020-11-01,7
226,2021-11-01,9
226,2022-11-01,10
226,2023-11-01,9
227,2021-11-01,10
227,2022-11-01,7
227,2023-11-01,7
228,2020-11-01,8
228,2021-11-01,9
228,2022-11-01,9
228,2023-11-01,9
229,2022-11-01,10
229,2023-11-01,10
230,2022-11-01,10
230,2023-11-01,7
231,2022-11-01,8
231,2023-11-01,9
232,2021-11-01,7
232,2022-11-01,10
232,2023-11-01,10
233,2020-11-01,10
233,2021-11-01,7
233,2022-11-01,7
233,2023-11-01,10
234,2022-11-01,9
234,2023-11-01,10
235,2016-11-01,8
235,2017-11-01,8
235,2018-11-01,5
235,2019-11-01,5
235,2020-11-01,4
235,2021-11-01,5
235,2022-11-01,5
235,2023-11-01,4
236,2018-11-01,7
236,2019-11-01,9
236,2020-11-01,9
236,2021-11-01,8
236,2022-11-01,10
236,2023-11-01,7
237,2021-11-01,9
237,2022-11-01,8
237,2023-11-01,9
238,2021-11-01,8
238,2022-11-01,8
238,2023-11-01,7
239,2020-11-01,8
239,2021-11-01,10
239,2022-11-01,8
239,2023-11-01,9
240,2015-11-01,8
240,2016-11-01,10
240,2017-11-01,9
240,2018-11-01,7
240,2019-11-01,7
240,2020-11-01,10
240,2021-11-01,10
240,2022-11-01,10
240,2023-11-01,8
241,2019-11-01,9
241,2020-11-01,9
241,2021-11-01,10
241,2022-11-01,9
241,2023-11-01,9
242,2022-11-01,9
242,2023-11-01,3
243,2022-11-01,10
243,2023-11-01,7
244,2020-11-01,9
244,2021-11-01,8
244,2022-11-01,5
244,2023-11-01,5
245,2022-11-01,7
245,2023-11-01,7
246,2022-11-01,8
246,2023-11-01,9
247,2022-11-01,7
247,2023-11-01,10
248,2021-11-01,8
248,2022-11-01,8
248,2023-11-01,8
249,2020-11-01,8
249,2021-11-01,10
249,2022-11-01,7
249,2023-11-01,10
250,2021-11-01,10
250,2022-11-01,9
250,2023-11-01,7
251,2020-11-01,10
251,2021-11-01,9
251,2022-11-01,8
251,2023-11-01,10
252,2015-11-01,10
252,2016-11-01,7
252,2017-11-01,9
252,2018-11-01,7
252,2019-11-01,8
252,2020-11-01,9
252,2021-11-01,10
252,2022-11-01,10
252,2023-11-01,7
253,2023-11-01,8
254,2022-11-01,7
254,2023-11-01,9
255,2018-11-01,9
255,2019-11-01,8
255,2020-11-01,7
255,2021-11-01,9
255,2022-11-01,8
255,2023-11-01,10
256,2022-11-01,7
256,2023-11-01,9
257,2019-11-01,9
257,2020-11-01,10
257,2021-11-01,7
257,2022-11-01,9
257,2023-11-01,7
258,2022-11-01,9
258,2023-11-01,10
259,2017-11-01,8
259,2018-11-01,7
259,2019-11-01,10
259,2020-11-01,9
259,2021-11-01,9
259,2022-11-01,8
259,2023-11-01,10
260,2020-11-01,9
260,2021-11-01,8
260,2022-11-01,7
260,2023-11-01,10
261,2022-11-01,9
261,2023-11-01,8
262,2022-11-01,10
262,2023-11-01,10
263,2020-11-01,9
263,2021-11-01,8
263,2022-11-01,7
263,2023-11-01,7
264,2023-11-01,8
265,2020-11-01,7
265,2021-11-01,10
265,2022-11-01,10
265,2023-11-01,10
266,2021-11-01,8
266,2022-11-01,9
266,2023-11-01,10
267,2017-11-01,7
267,2018-11-01,7
267,2019-11-01,9
267,2020-11-01,9
267,2021-11-01,7
267,2022-11-01,9
267,2023-11-01,9
268,2022-11-01,8
268,2023-11-01,9
269,2021-11-01,10
269,2022-11-01,9
269,2023-11-01,10
270,2017-11-01,7
270,2018-11-01,4
270,2019-11-01,5
270,2020-11-01,3
270,2021-11-01,5
270,2022-11-01,5
270,2023-11-01,3
271,2015-11-01,8
271,2016-11-01,8
271,2017-11-01,8
271,2018-11-01,7
271,2019-11-01,7
271,2020-11-01,10
271,2021-11-01,10
271,2022-11-01,9
271,2023-11-01,10
272,2020-11-01,7
272,2021-11-01,10
272,2022-11-01,7
272,2023-11-01,9
273,2023-11-01,10
274,2021-11-01,9
274,2022-11-01,10
274,2023-11-01,5
275,2021-11-01,10
275,2022-11-01,3
275,2023-11-01,4
276,2020-11-01,10
276,2021-11-01,7
276,2022-11-01,3
276,2023-11-01,4
277,2021-11-01,10
277,2022-11-01,8
277,2023-11-01,8
278,2020-11-01,7
278,2021-11-01,10
278,2022-11-01,10
278,2023-11-01,10
279,2020-11-01,9
279,2021-11-01,7
279,2022-11-01,7
279,2023-11-01,7
280,2022-11-01,10
280,2023-11-01,7
281,2022-11-01,10
281,2023-11-01,8
282,2018-11-01,10
282,2019-11-01,7
282,2020-11-01,8
282,2021-11-01,9
282,2022-11-01,9
282,2023-11-01,7
283,2021-11-01,9
283,2022-11-01,10
283,2023-11-01,9
284,2022-11-01,7
284,2023-11-01,9
285,2016-11-01,8
285,2017-11-01,10
285,2018-11-01,9
285,2019-11-01,9
285,2020-11-01,9
285,2021-11-01,10
285,2022-11-01,10
285,2023-11-01,10
286,2015-11-01,10
286,2016-11-01,8
286,2017-11-01,4
286,2018-11-01,5
286,2019-11-01,3
286,2020-11-01,3
286,2021-11-01,4
286,2022-11-01,5
286,2023-11-01,3
287,2022-11-01,7
287,2023-11-01,10
288,2021-11-01,10
288,2022-11-01,9
288,2023-11-01,4
289,2016-11-01,7
289,2017-11-01,10
289,2018-11-01,10
289,2019-11-01,8
289,2020-11-01,7
289,2021-11-01,10
289,2022-11-01,7
289,2023-11-01,9
290,2019-11-01,8
290,2020-11-01,10
290,2021-11-01,7
290,2022-11-01,8
290,2023-11-01,10
291,2018-11-01,9
291,2019-11-01,7
291,2020-11-01,9
291,2021-11-01,7
291,2022-11-01,10
291,2023-11-01,9
292,2023-11-01,7
293,2018-11-01,8
293,2019-11-01,10
293,2020-11-01,9
293,2021-11-01,9
293,2022-11-01,9
293,2023-11-01,8
294,2021-11-01,7
294,2022-11-01,8
294,2023-11-01,9
295,2016-11-01,8
295,2017-11-01,10
295,2018-11-01,5
295,2019-11-01,3
295,2020-11-01,3
295,2021-11-01,5
295,2022-11-01,4
295,2023-11-01,3
296,2020-11-01,8
296,2021-11-01,10
296,2022-11-01,8
296,2023-11-01,10
297,2022-11-01,9
297,2023-11-01,7
298,2016-11-01,8
298,2017-11-01,9
298,2018-11-01,7
298,2019-11-01,7
298,2020-11-01,9
298,2021-11-01,7
298,2022-11-01,9
298,2023-11-01,9
299,2021-11-01,10
299,2022-11-01,9
299,2023-11-01,9
300,2015-11-01,9
300,2016-11-01,10
300,2017-11-01,9
300,2018-11-01,9
300,2019-11-01,9
300,2020-11-01,10
300,2021-11-01,9
300,2022-11-01,9
300,2023-11-01,8
301,2018-11-01,9
301,2019-11-01,8
301,2020-11-01,9
301,2021-11-01,8
301,2022-11-01,8
301,2023-11-01,10
302,2015-11-01,10
302,2016-11-01,10
302,2017-11-01,10
302,2018-11-01,8
302,2019-11-01,8
302,2020-11-01,7
302,2021-11-01,9
302,2022-11-01,10
302,2023-11-01,8
303,2016-11-01,9
303,2017-11-01,10
303,2018-11-01,7
303,2019-11-01,7
303,2020-11-01,9
303,2021-11-01,9
303,2022-11-01,10
303,2023-11-01,10
304,2018-11-01,9
304,2019-11-01,8
304,2020-11-01,8
304,2021-11-01,10
304,2022-11-01,9
